intExpID,Column,total_users,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,Seg_Dur,Codec,Width,Height,Resolutions,FPS,Play_Pos,RTT,Protocol,Clae,Duanmu,Yin,Yu,P1203,log_Clae,log_Duanmu,log_Yin,log_Yu,log_P1203,intUser,port,rtt_qos,tp_qos,p_qos
15,4,5,32,61698,432,0,4375,17994,3886,971715,3331,arbiter,2000,h264,1920,1080,1920x1080,24,62000,5.456,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,4,52912,5.444,2408439.99,95
15,4,5,32,58205,602,0,4375,12913,3886,971715,6900,arbiter,2000,h264,1920,1080,1920x1080,24,62000,3.167,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,5,56594,4.595,1680582.501,190
16,4,3,32,45821,698,0,4375,11137,3886,971715,19131,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.369,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,1,40368,0.204,1438863.64,180
16,4,3,32,44890,329,0,4375,23628,3886,971715,20081,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.326,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,2,52100,0.19,3214792.96,146
16,4,3,32,43897,292,0,4375,26622,3886,971715,20807,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.276,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,3,44888,0.174,3537033.87,145
17,4,2,32,41611,319,0,4375,24369,3886,971715,23103,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.273,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,1,39566,0.12,3256030.07,145
17,4,2,32,41850,346,0,4375,22467,3886,971715,22879,arbiter,2000,h264,1920,1080,1920x1080,24,62000,7.466,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,2,51306,7.846,3075490.385,143
19,5,5,32,58299,567,0,4375,13710,3886,971715,7524,arbiter,2000,h264,1920,1080,1920x1080,24,62000,7.968,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,1,42878,5.949,1826659.274,122
19,5,5,32,62458,507,0,4375,15332,3886,971715,2907,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.331,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,2,54648,0.228,2025394.06,181
19,5,5,32,59071,689,0,4375,11282,3886,971715,6379,arbiter,2000,h264,1920,1080,1920x1080,24,62000,8.08,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,3,47414,7.007,1679212.033,186
22,1,3,32,56080,839,0,4375,9265,3886,971715,9112,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.276,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,1,33374,0.176,1203950.001,240
22,1,3,32,54199,705,0,4375,11026,3886,971715,10977,arbiter,2000,h264,1920,1080,1920x1080,24,62000,8.195,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,2,45102,5.7,1435247.315,228
22,1,3,32,54640,516,0,4375,15065,3886,971715,10538,arbiter,2000,h264,1920,1080,1920x1080,24,62000,8.19,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,3,37898,3.005,2006109.53,193
23,5,3,32,40099,269,0,4375,28898,3886,971715,24627,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.274,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,1,44020,0.234,3956290.694,92
23,5,3,32,39803,268,0,4375,29006,3886,971715,25103,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.494,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,2,55752,0.12,3958707.88,137
23,5,3,32,41014,266,0,4375,29224,3886,971715,23651,arbiter,2000,h264,1920,1080,1920x1080,24,62000,0.268,HTTP/1.1,3.099,72.115,118085.219,3.819,4.33,0.4912215762,1.858025608,5.072195539,0.5819496584,0.6364878964,3,48552,0.258,3962565.232,134
100,11,2,34,60259,332,0,4375,17075,2834,708619,8883,conventional,2000,h264,1920,1080,1920x1080,24,66000,12.513,HTTP/1.1,2.893,71.019,120868.831,3.677,4.33,0.4613484336,1.851374553,5.082314322,0.5654936299,0.6364878964,1,43308,0.087,2451307.021,147
8,2,2,45,63552,415,0,4375,12429,2579,644772,27238,elastic,2000,h264,1920,1080,1920x1080,24,88000,14.316,HTTP/1.1,3.228,72.684,170463.898,3.88,4.328,0.5089335261,1.86143882,5.231632415,0.5888317256,0.6362872521,1,51890,0.064,1914892.038,140
8,2,2,45,61273,392,0,4375,13158,2579,644772,29546,elastic,2000,h264,1920,1080,1920x1080,24,88000,20.019,HTTP/1.1,3.228,72.684,170463.898,3.88,4.328,0.5089335261,1.86143882,5.231632415,0.5888317256,0.6362872521,2,35382,3.032,1877310.274,145
21,1,3,45,71255,445,0,4375,11591,2579,644772,19493,elastic,2000,h264,1920,1080,1920x1080,24,88000,32.028,HTTP/1.1,3.228,72.684,170463.898,3.88,4.328,0.5089335261,1.86143882,5.231632415,0.5888317256,0.6362872521,1,56248,9.682,1662422.516,142
51,2,3,13,17261,667,0,4375,10756,3587,896857,9968,exponential,2000,h264,1920,1080,1920x1080,24,24000,100.401,HTTP/1.1,2.687,71.819,39218.986,3.653,4.326,0.4292676664,1.856239354,4.593496361,0.5626496722,0.6360865151,3,54436,5.69,1862726.98,109
19,5,5,40,77354,216,0,4375,22072,2383,595956,4496,arbiter,2000,h264,1920,1080,1920x1080,24,78000,0.286,HTTP/1.1,3.268,72.551,151132.287,3.882,4.325,0.5142820479,1.860643403,5.179357254,0.5890555311,0.6359861118,5,58200,0.173,3068721.818,105
27,2,2,41,65042,358,0,3918,13485,2413,603483,18175,bba,2000,h264,1920,1080,1920x1080,24,80000,0.265,HTTP/1.1,2.835,68.966,135979.395,3.406,4.325,0.4525530632,1.838635038,5.133473105,0.5322446436,0.6359861118,2,47168,0.203,1757984.671,141
30,1,3,41,67849,383,0,4375,14077,2695,673957,15371,bba,2000,h264,1920,1080,1920x1080,24,80000,0.243,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,2,46250,0.1,1841543.862,144
35,5,2,41,57288,219,0,4375,24619,2695,673957,25823,bba,2000,h264,1920,1080,1920x1080,24,80000,0.262,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,1,37126,0.265,3363060.541,70
35,5,2,41,56780,215,0,4375,25077,2695,673957,26333,bba,2000,h264,1920,1080,1920x1080,24,80000,0.244,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,2,51254,0.265,3346022.324,101
36,4,2,41,57958,278,0,4375,19394,2695,673957,25124,bba,2000,h264,1920,1080,1920x1080,24,80000,0.23,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,1,34708,0.087,2571802.413,119
36,4,2,41,57343,278,0,4375,19394,2695,673957,25720,bba,2000,h264,1920,1080,1920x1080,24,80000,0.275,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,2,48836,0.082,2550803.818,123
37,4,3,41,64892,307,0,4375,17562,2695,673957,18246,bba,2000,h264,1920,1080,1920x1080,24,80000,0.249,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,1,35538,0.134,2361756.762,131
37,4,3,41,63915,293,0,4375,18401,2695,673957,19241,bba,2000,h264,1920,1080,1920x1080,24,80000,0.273,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,2,49662,0.08,2434926.448,126
39,2,3,41,67834,365,0,3918,13227,2413,603483,15430,bba,2000,h264,1920,1080,1920x1080,24,80000,0.293,HTTP/1.1,2.835,68.966,135979.395,3.406,4.325,0.4525530632,1.838635038,5.133473105,0.5322446436,0.6359861118,1,33802,0.099,1756215.086,69
39,2,3,41,70926,412,0,4375,13086,2695,673957,12381,bba,2000,h264,1920,1080,1920x1080,24,80000,0.341,HTTP/1.1,2.925,70.369,143741.561,3.607,4.325,0.4661258704,1.847381379,5.157582357,0.5571461423,0.6359861118,2,47952,0.242,1711492.396,83
39,2,3,41,71569,435,0,4375,12394,2695,673957,11782,bba,2000,h264,1920,1080,1920x1080,24,80000,0.378,HTTP/1.1,2.888,69.901,141001.973,3.54,4.325,0.4605971889,1.844483389,5.14922519,0.549003262,0.6359861118,3,59154,11.142,1734930.21,98
41,1,2,41,64902,544,0,4375,9911,2695,673957,18707,bba,2000,h264,1920,1080,1920x1080,24,80000,0.263,HTTP/1.1,3.039,71.46,150133.933,3.763,4.325,0.4827307001,1.854063012,5.176478862,0.5755342183,0.6359861118,2,45472,0.195,1290058.243,140
41,1,2,41,65935,386,0,4375,13968,2695,673957,17697,bba,2000,h264,1920,1080,1920x1080,24,80000,0.25,HTTP/1.1,2.957,71.127,148181.281,3.715,4.324,0.4708513245,1.852034491,5.170793345,0.5699588181,0.6358856853,1,59576,0.21,1845344.031,84
100,11,2,33,58994,908,0,4375,9991,4536,1134060,8148,conventional,2000,h264,1920,1080,1920x1080,24,64000,11.759,HTTP/1.1,2.843,70.871,116493.812,3.655,4.324,0.4537768597,1.850468561,5.066302857,0.5628873813,0.6358856853,1,43300,15.764,1294261.149,190
8,2,2,44,62126,443,0,4375,13710,3036,759245,26664,elastic,2000,h264,1920,1080,1920x1080,24,86000,14.532,HTTP/1.1,3.194,72.605,166088.879,3.869,4.323,0.5043349118,1.86096653,5.220340554,0.5875987297,0.6357852355,1,51882,6.845,1868604.159,101
8,2,2,44,59351,445,0,4375,13649,3036,759245,29467,elastic,2000,h264,1920,1080,1920x1080,24,86000,13.884,HTTP/1.1,3.194,72.605,166088.879,3.869,4.323,0.5043349118,1.86096653,5.220340554,0.5875987297,0.6357852355,2,35374,2.121,1898209.684,163
10,4,3,50,76215,522,0,4375,13878,3622,905558,24656,elastic,2000,h264,1920,1080,1920x1080,24,98000,26.268,HTTP/1.1,3.307,72.787,191639.648,3.916,4.323,0.5194341949,1.86205382,5.282485364,0.5928426831,0.6357852355,1,50144,6.868,1926841.046,143
10,4,3,50,75993,602,0,4375,12033,3622,905558,24920,elastic,2000,h264,1920,1080,1920x1080,24,98000,15.973,HTTP/1.1,3.307,72.787,191639.648,3.916,4.323,0.5194341949,1.86205382,5.282485364,0.5928426831,0.6357852355,3,54668,2.287,1607744.956,196
21,1,3,44,69869,489,0,4375,12421,3036,759245,18878,elastic,2000,h264,1920,1080,1920x1080,24,86000,30.175,HTTP/1.1,3.194,72.605,166088.879,3.869,4.323,0.5043349118,1.86096653,5.220340554,0.5875987297,0.6357852355,1,56236,9.486,1732212.992,171
24,5,3,50,69947,346,0,4375,20937,3622,905558,30908,elastic,2000,h264,1920,1080,1920x1080,24,98000,17.212,HTTP/1.1,3.307,72.787,191639.648,3.916,4.323,0.5194341949,1.86205382,5.282485364,0.5928426831,0.6357852355,2,58234,0.185,2909606.915,140
24,5,3,50,68567,655,0,4375,11060,3622,905558,32307,elastic,2000,h264,1920,1080,1920x1080,24,98000,39.778,HTTP/1.1,3.307,72.787,191639.648,3.916,4.323,0.5194341949,1.86205382,5.282485364,0.5928426831,0.6357852355,3,51020,4.895,1560163.495,87
30,1,3,43,73484,459,0,4375,13652,3133,783316,13717,bba,2000,h264,1920,1080,1920x1080,24,84000,0.245,HTTP/1.1,2.987,71.241,156310.286,3.731,4.322,0.4752352226,1.852730007,5.193987558,0.571825249,0.6356847625,1,60382,0.231,1772287.641,186
30,1,3,43,72973,458,0,4375,13682,3133,783316,14338,bba,2000,h264,1920,1080,1920x1080,24,84000,0.312,HTTP/1.1,3.114,71.66,158883.971,3.791,4.322,0.4933186082,1.855276804,5.201080086,0.5787537844,0.6356847625,3,57476,0.132,1785184.73,125
65,5,3,27,33374,709,0,4375,14833,5258,1314597,21657,conventional,2000,h264,1920,1080,1920x1080,24,52000,27.403,HTTP/1.1,3.142,72.754,99963.819,3.856,4.322,0.4972061807,1.861856876,4.999842839,0.5861370252,0.6356847625,3,47084,8.209,1997051.859,249
100,11,2,31,56240,286,0,4375,23412,3348,837012,6935,conventional,2000,h264,1920,1080,1920x1080,24,60000,9.604,HTTP/1.1,2.85,70.761,108697.678,3.64,4.322,0.45484486,1.849793962,5.036220267,0.5611013836,0.6356847625,2,51952,16.669,3261353.101,151
21,1,3,50,83693,536,0,4375,13515,3622,905558,17132,elastic,2000,h264,1920,1080,1920x1080,24,98000,16.351,HTTP/1.1,3.233,72.294,185963.917,3.853,4.321,0.5096057046,1.859102255,5.269428685,0.585799009,0.6355842663,2,39820,0.794,1842445.064,203
96,11,2,50,79247,572,0,3091,8257,2361,590446,21859,elastic,2000,h264,1280,720,1280x720,24,98000,9.026,HTTP/1.1,2.383,65.468,135243.025,2.894,4.321,0.3771240423,1.816029074,5.131114876,0.4614985268,0.6355842663,2,53872,12.399,1083299.404,170
6,5,2,37,40689,362,0,4375,14178,2566,641568,33973,elastic,2000,h264,1920,1080,1920x1080,24,72000,17.004,HTTP/1.1,3.035,72.13,136498.782,3.801,4.319,0.4821586954,1.858115932,5.135128776,0.5798978696,0.635383204,2,57226,0.915,1998166.194,131
55,2,2,18,22037,1226,0,4375,8935,5477,1369313,14796,conventional,2000,h264,1920,1080,1920x1080,24,34000,24.847,HTTP/1.1,2.918,72.227,63909.207,3.78,4.319,0.4650852876,1.858699577,4.805563429,0.5774917998,0.635383204,1,45346,8.938,1157841.831,335
55,2,2,18,20053,426,0,4375,25714,5477,1369313,16772,conventional,2000,h264,1920,1080,1920x1080,24,34000,31.662,HTTP/1.1,2.918,72.227,63909.207,3.78,4.319,0.4650852876,1.858699577,4.805563429,0.5774917998,0.635383204,2,59470,8.727,3775752.028,197
44,2,2,5,6733,619,0,4375,18448,5709,1427420,4383,average,2000,h264,1920,1080,1920x1080,24,8000,25.941,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,1,46852,7.209,2565587.042,240
49,4,2,5,3940,258,0,4375,44261,5709,1427420,6949,exponential,2000,h264,1920,1080,1920x1080,24,8000,32.033,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,1,50586,13.601,7203229.143,149
49,4,2,5,3798,220,0,4375,51906,5709,1427420,7016,exponential,2000,h264,1920,1080,1920x1080,24,8000,13.447,HTTP/1.1,2.242,72.763,10467.505,3.615,4.318,0.3506356083,1.861910597,4.019843177,0.5581083016,0.635282638,2,40174,0.154,7950969.95,91
50,1,3,5,5634,1017,0,4375,11228,5709,1427420,5141,exponential,2000,h264,1920,1080,1920x1080,24,8000,25.37,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,1,47508,2.102,1496919.959,306
50,1,3,5,5509,893,0,4375,12787,5709,1427420,5383,exponential,2000,h264,1920,1080,1920x1080,24,8000,38,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,2,37102,4.205,1779037.759,222
50,1,3,5,5167,570,0,4375,20033,5709,1427420,5687,exponential,2000,h264,1920,1080,1920x1080,24,8000,49.596,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,3,52276,5.493,3050026.064,110
66,2,2,5,5492,911,0,4375,12534,5709,1427420,5510,exponential,2000,h264,1920,1080,1920x1080,24,8000,16.323,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,1,48916,0.166,1632725.788,316
66,2,2,5,5455,809,0,4375,14115,5709,1427420,5520,exponential,2000,h264,1920,1080,1920x1080,24,8000,22.836,HTTP/1.1,2.426,72.899,11048.932,3.653,4.318,0.3848907965,1.862721571,4.043320301,0.5626496722,0.635282638,2,38512,7.86,1854735.888,266
7,5,5,54,103629,1037,0,4375,12120,6284,1571135,5605,elastic,2000,h264,1920,1080,1920x1080,24,106000,21.707,HTTP/1.1,3.244,73.674,207441.56,3.918,4.317,0.5110808455,1.86731425,5.31689577,0.5930644317,0.6351820487,3,52382,0.107,1583726.319,331
1,2,3,31,55578,746,0,4375,8976,3348,837012,7606,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.276,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,37988,0.24,1175594.653,206
1,2,3,31,54079,677,0,4375,9890,3348,837012,9017,arbiter,2000,h264,1920,1080,1920x1080,24,60000,7.458,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,49720,9.379,1402676.232,169
1,2,3,31,53786,1016,0,4375,6590,3348,837012,9290,arbiter,2000,h264,1920,1080,1920x1080,24,60000,10.343,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,3,42508,10.738,854788.9458,232
2,1,2,31,45849,736,0,4375,9097,3348,837012,17232,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.263,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,34254,0.226,1183626.989,211
2,1,2,31,44011,71,0,4375,94311,3348,837012,19083,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.331,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,45984,0.27,82526860.52,89
5,5,2,31,31800,344,0,4375,19465,3348,837012,30859,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.244,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,44746,0.102,2573811.061,156
5,5,2,31,33617,355,0,4375,18862,3348,837012,29129,arbiter,2000,h264,1920,1080,1920x1080,24,60000,6.441,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,56494,6.809,2731866.088,81
7,5,5,53,99186,598,0,4375,16055,4800,1200140,7723,elastic,2000,h264,1920,1080,1920x1080,24,104000,35.878,HTTP/1.1,3.305,73.004,203926.298,3.926,4.316,0.5191714638,1.863346656,5.309473235,0.5939502953,0.635081436,1,47826,8.964,2234241.277,215
7,5,5,53,99816,557,0,4375,17237,4800,1200140,7123,elastic,2000,h264,1920,1080,1920x1080,24,104000,123.836,HTTP/1.1,3.265,73.194,203538.577,3.918,4.316,0.5138831856,1.864475482,5.308646734,0.5930644317,0.635081436,2,59566,0.108,2951131.785,187
7,5,5,54,100775,976,0,4375,12878,6284,1571135,8380,elastic,2000,h264,1920,1080,1920x1080,24,106000,40.218,HTTP/1.1,3.229,75.103,207302.498,3.916,4.316,0.509068045,1.875657285,5.316604535,0.5928426831,0.635081436,5,34742,8.925,1739285.252,355
12,2,2,31,43608,411,0,4375,16292,3348,837012,19135,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.154,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,38748,7.751,2147598.93,170
12,2,2,31,44084,295,0,4375,22698,3348,837012,18672,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.672,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,50488,0.096,3169051.936,149
15,4,5,31,58663,372,0,4375,18000,3348,837012,4382,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.387,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,41462,0.104,2722166.588,148
15,4,5,31,58306,867,0,4375,7723,3348,837012,4698,arbiter,2000,h264,1920,1080,1920x1080,24,60000,19.696,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,53190,22.603,1064044.624,259
15,4,5,31,59622,409,0,4375,16371,3348,837012,3406,arbiter,2000,h264,1920,1080,1920x1080,24,60000,7.804,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,4,52892,6.885,2206536.578,141
15,4,5,31,56085,272,0,4375,24618,3348,837012,7019,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.27,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,5,56574,0.1,3413913.604,137
16,4,3,31,43631,250,0,4375,26784,3348,837012,19320,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.294,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,40356,0.101,3664016.07,121
16,4,3,31,43103,250,0,4375,26784,3348,837012,19867,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.488,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,52088,0.097,3669990.795,119
16,4,3,31,42177,262,0,4375,25557,3348,837012,20526,arbiter,2000,h264,1920,1080,1920x1080,24,60000,6.058,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,3,44876,0.214,3492539.244,126
17,4,2,31,39739,257,0,4375,26054,3348,837012,22974,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.332,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,39558,0.258,3624754.846,118
17,4,2,31,39994,272,0,4375,24618,3348,837012,22735,arbiter,2000,h264,1920,1080,1920x1080,24,60000,5.787,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,51298,0.226,3462138.066,135
18,1,2,25,31743,1116,0,4375,10083,5626,1406618,19009,elastic,2000,h264,1920,1080,1920x1080,24,48000,16.065,HTTP/1.1,2.653,70.668,86181.406,3.613,4.316,0.42373725,1.8492228,4.935413575,0.5578679616,0.635081436,1,56752,0.102,1304307.758,329
18,1,2,25,31528,749,0,4375,15023,5626,1406618,19230,elastic,2000,h264,1920,1080,1920x1080,24,48000,26.803,HTTP/1.1,2.491,70.352,85054.837,3.568,4.316,0.3963737275,1.847276448,4.929699017,0.5524248457,0.635081436,2,40260,9.055,2056855.713,138
19,5,5,31,56151,133,0,4375,50346,3348,837012,7672,arbiter,2000,h264,1920,1080,1920x1080,24,60000,2.564,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,42858,7.063,7618083.548,100
19,5,5,31,60255,117,0,4375,57231,3348,837012,3109,arbiter,2000,h264,1920,1080,1920x1080,24,60000,7.55,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,54632,7.999,9867817.785,93
19,5,5,31,56894,371,0,4375,18048,3348,837012,6555,arbiter,2000,h264,1920,1080,1920x1080,24,60000,5.794,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,3,47396,6.555,2465283.708,87
22,1,3,31,53824,586,0,4375,11426,3348,837012,9367,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.277,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,33362,0.091,1506959.406,199
22,1,3,31,52100,234,0,4375,28615,3348,837012,11075,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.337,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,45090,0.144,4096262.048,149
22,1,3,31,52762,432,0,4375,15500,3348,837012,10416,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.31,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,3,37886,0.117,2066415.245,170
23,5,3,31,38855,228,0,4375,29368,3348,837012,23871,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.143,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,1,44008,0.059,3965025.692,120
23,5,3,31,38597,226,0,4375,29628,3348,837012,24309,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.13,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,2,55740,0.06,3998104.179,120
23,5,3,31,39275,227,0,4375,29498,3348,837012,23390,arbiter,2000,h264,1920,1080,1920x1080,24,60000,0.142,HTTP/1.1,3.048,71.989,113710.2,3.801,4.316,0.4840149627,1.857266141,5.055799423,0.5798978696,0.635081436,3,48540,0.059,3988181.719,115
10,4,3,49,74045,592,0,4375,11749,3477,869463,24826,elastic,2000,h264,1920,1080,1920x1080,24,96000,35.202,HTTP/1.1,3.277,72.722,187264.629,3.906,4.315,0.5154764414,1.861665814,5.272455755,0.591732239,0.6349808001,1,50136,9.736,1649325.429,118
10,4,3,49,73708,629,0,4375,11058,3477,869463,25204,elastic,2000,h264,1920,1080,1920x1080,24,96000,21.891,HTTP/1.1,3.277,72.722,187264.629,3.906,4.315,0.5154764414,1.861665814,5.272455755,0.591732239,0.6349808001,3,54656,0.097,1509486.294,190
24,5,3,49,67935,375,0,4375,18548,3477,869463,30919,elastic,2000,h264,1920,1080,1920x1080,24,96000,22.891,HTTP/1.1,3.277,72.722,187264.629,3.906,4.315,0.5154764414,1.861665814,5.272455755,0.591732239,0.6349808001,2,58224,6.438,2630955.442,74
24,5,3,49,66369,292,0,4375,23820,3477,869463,32505,elastic,2000,h264,1920,1080,1920x1080,24,96000,16.758,HTTP/1.1,3.277,72.722,187264.629,3.906,4.315,0.5154764414,1.861665814,5.272455755,0.591732239,0.6349808001,3,51008,0.17,3441370.714,127
96,11,2,49,77669,603,0,3091,8066,2432,608007,21436,elastic,2000,h264,1280,720,1280x720,24,96000,12.705,HTTP/1.1,2.362,65.44,132151.119,2.89,4.314,0.3732798933,1.815843291,5.121070845,0.4608978428,0.6348801408,2,53864,0.054,1077936.532,180
